-19.767	-10.45	-5.825	-3.86	-1.3333	-0.81	0.32	0.92	2.2	3.5
-20.223	-10.428	-6.3821	-3.816	-3.588	-1.3397	-0.37656	0.41691	0.75312	1.4623
-12.326	-10.362	-6.0613	-2.4648	-1.228	-0.47285	0.14744	0.95428	1.3278	2.1389
31.852	65.18	76.789	120.16	157.95	214.48	266	516.11	794.92	1172.1
19.68	31.127	34.383	45.302	74.475	143.02	168.2	331.97	609.88	837.74
-27.675	-22.222	-8.65	-3.16	-2.85	-1.78	0.32	2.72	3.78	5.9
-18.621	-17.375	-11.035	-6.9373	-4.1622	-3.2163	-0.53024	-0.028021	1.2575	2.1083
-23.058	-20.323	-7.8483	-3.0265	-1.3908	0.29003	1.5687	2.8393	4.0532	7.564
109.3	173.16	238.15	376.96	589.72	673.76	1767.8	2466.2	3487.3	3831.1
66.297	242.8	281.41	320.63	418.61	680.35	736.08	886.72	1271.3	3150.5
